test_id,A0_hex,A1_hex,A2_hex,A3_hex,B0_hex,B1_hex,B2_hex,B3_hex,C0_hex,A0_real,A1_real,A2_real,A3_real,B0_real,B1_real,B2_real,B3_real,C0_real,reference_real
9201,07,B3,B6,9F,37,2F,31,2E,A5,0.013671875,-0.6875,-0.875,-0.1171875,0.9375,0.46875,0.5625,0.4375,-0.203125,-1.0560302734375
9202,32,A4,B4,B8,AB,A2,2E,A7,07,0.625,-0.1875,-0.75,-1.0,-0.34375,-0.15625,0.4375,-0.234375,0.013671875,-0.265625
9203,B0,AF,24,25,B1,22,28,36,30,-0.5,-0.46875,0.1875,0.203125,-0.5625,0.15625,0.25,0.875,0.5,0.9326171875
9204,28,B5,1C,37,AA,28,13,31,26,0.25,-0.8125,0.09375,0.9375,-0.3125,0.25,0.04296875,0.5625,0.21875,0.4688720703125
9205,AF,35,AF,30,34,AA,36,B2,34,-0.46875,0.8125,-0.46875,0.5,0.75,-0.3125,0.875,-0.625,0.75,-0.578125
9206,33,35,33,A9,B1,B5,AD,21,B6,0.6875,0.8125,0.6875,-0.28125,-0.5625,-0.8125,-0.40625,0.140625,-0.875,-2.24072265625
9207,AB,31,2A,34,B7,2F,23,B4,32,-0.34375,0.5625,0.3125,0.75,-0.9375,0.46875,0.171875,-0.75,0.625,0.7021484375
9208,38,36,18,B8,B4,B8,B6,B5,B3,1.0,0.875,0.0625,-1.0,-0.75,-1.0,-0.875,-0.8125,-0.6875,-1.5546875
9209,33,36,B3,2A,AC,AC,32,A1,B2,0.6875,0.875,-0.6875,0.3125,-0.375,-0.375,0.625,-0.140625,-0.625,-1.6845703125
9210,B8,A8,2D,B5,31,1E,35,B2,30,-1.0,-0.25,0.40625,-0.8125,0.5625,0.109375,0.8125,-0.625,0.5,0.748046875
9211,36,98,2B,B4,A3,36,AB,2D,2A,0.875,-0.0625,0.34375,-0.75,-0.171875,0.875,-0.34375,0.40625,0.3125,-0.3154296875
9212,B5,1F,34,B2,82,34,2F,B2,B3,-0.8125,0.1171875,0.75,-0.625,-0.00390625,0.75,0.46875,-0.625,-0.6875,0.145751953125
9213,2B,AC,09,35,A3,AF,33,1F,B4,0.34375,-0.375,0.017578125,0.8125,-0.171875,-0.46875,0.6875,0.1171875,-0.75,-0.5260009765625
9214,12,B1,37,B8,2A,A9,0D,1E,2C,0.0390625,-0.5625,0.9375,-1.0,0.3125,-0.28125,0.025390625,0.109375,0.375,0.4598388671875
9215,B6,9F,B7,2C,35,B1,B4,29,02,-0.875,-0.1171875,-0.9375,0.375,0.8125,-0.5625,-0.75,0.28125,0.00390625,0.16748046875
9216,B1,B2,B7,36,2F,A9,B0,34,B3,-0.5625,-0.625,-0.9375,0.875,0.46875,-0.28125,-0.5,0.75,-0.6875,0.349609375
9217,31,B1,B3,37,B7,04,07,32,98,0.5625,-0.5625,-0.6875,0.9375,-0.9375,0.0078125,0.013671875,0.625,-0.0625,-0.0177001953125
9218,B5,A0,AB,93,B4,B4,2C,9E,B1,-0.8125,-0.125,-0.34375,-0.04296875,-0.75,-0.75,0.375,-0.109375,-0.5625,0.01641845703125
9219,35,33,37,B3,B1,22,2B,96,B3,0.8125,0.6875,0.9375,-0.6875,-0.5625,0.15625,0.34375,-0.0546875,-0.6875,-0.67724609375
9220,11,B0,2A,02,37,B4,34,B6,27,0.03515625,-0.5,0.3125,0.00390625,0.9375,-0.75,0.75,-0.875,0.234375,0.873291015625
9221,34,35,32,AF,B4,B3,14,B5,B1,0.75,0.8125,0.625,-0.46875,-0.75,-0.6875,0.046875,-0.8125,-0.5625,-1.2734375
9222,1B,B3,B2,2F,31,2E,B3,B6,35,0.0859375,-0.6875,-0.625,0.46875,0.5625,0.4375,-0.6875,-0.875,0.8125,0.57958984375
9223,B5,31,B7,37,20,B0,A2,8A,9D,-0.8125,0.5625,-0.9375,0.9375,0.125,-0.5,-0.15625,-0.01953125,-0.1015625,-0.356201171875
9224,19,A7,A2,24,9A,B1,B8,32,34,0.0703125,-0.234375,-0.15625,0.1875,-0.078125,-0.5625,-1.0,0.625,0.75,1.1497802734375
9225,0D,2E,B0,0C,37,31,2E,2F,2C,0.025390625,0.4375,-0.5,0.0234375,0.9375,0.5625,0.4375,0.46875,0.375,0.4371337890625
9226,37,A5,AB,88,2F,AC,B4,33,1D,0.9375,-0.203125,-0.34375,-0.015625,0.46875,-0.375,-0.75,0.6875,0.1015625,0.8642578125
9227,A9,B1,88,AB,AA,31,B7,9A,37,-0.28125,-0.5625,-0.015625,-0.34375,-0.3125,0.5625,-0.9375,-0.078125,0.9375,0.75048828125
9228,9C,30,B7,AD,B5,A9,2D,B3,1F,-0.09375,0.5,-0.9375,-0.40625,-0.8125,-0.28125,0.40625,-0.6875,0.1171875,-0.048828125
9229,36,A9,9D,A4,2A,27,94,20,35,0.875,-0.28125,-0.1015625,-0.1875,0.3125,0.234375,-0.046875,0.125,0.8125,1.0013427734375
9230,B7,A9,97,B7,A8,33,29,AF,B8,-0.9375,-0.28125,-0.05859375,-0.9375,-0.25,0.6875,0.28125,-0.46875,-1.0,-0.5360107421875
9231,B4,B7,31,37,B7,35,24,B1,B4,-0.75,-0.9375,0.5625,0.9375,-0.9375,0.8125,0.1875,-0.5625,-0.75,-1.23046875
9232,33,36,38,36,A0,25,B0,B6,9B,0.6875,0.875,1.0,0.875,-0.125,0.203125,-0.5,-0.875,-0.0859375,-1.259765625
9233,30,2F,36,AD,B7,A2,34,B5,A1,0.5,0.46875,0.875,-0.40625,-0.9375,-0.15625,0.75,-0.8125,-0.140625,0.3037109375
9234,AE,AE,91,B6,AB,B5,B5,31,9F,-0.4375,-0.4375,-0.03515625,-0.875,-0.34375,-0.8125,-0.8125,0.5625,-0.1171875,-0.074951171875
9235,31,B0,2A,31,35,18,34,31,2A,0.5625,-0.5,0.3125,0.5625,0.8125,0.0625,0.75,0.5625,0.3125,1.2890625
9236,2A,36,2B,19,AB,26,A8,B3,91,0.3125,0.875,0.34375,0.0703125,-0.34375,0.21875,-0.25,-0.6875,-0.03515625,-0.08544921875
9237,34,87,B6,34,35,37,33,AE,B1,0.75,-0.013671875,-0.875,0.75,0.8125,0.9375,0.6875,-0.4375,-0.5625,-0.8956298828125
9238,B6,38,35,22,B3,31,37,2B,35,-0.875,1.0,0.8125,0.15625,-0.6875,0.5625,0.9375,0.34375,0.8125,2.7919921875
9239,AD,34,B1,36,31,B8,B6,92,16,-0.40625,0.75,-0.5625,0.875,0.5625,-1.0,-0.875,-0.0390625,0.0546875,-0.4658203125
9240,B7,AA,B3,33,B1,B1,82,B7,35,-0.9375,-0.3125,-0.6875,0.6875,-0.5625,-0.5625,-0.00390625,-0.9375,0.8125,0.873779296875
9241,34,33,AD,1A,B6,B5,22,8A,B1,0.75,0.6875,-0.40625,0.078125,-0.875,-0.8125,0.15625,-0.01953125,-0.5625,-1.84234619140625
9242,B2,2B,2E,37,2B,32,22,B5,12,-0.625,0.34375,0.4375,0.9375,0.34375,0.625,0.15625,-0.8125,0.0390625,-0.654296875
9243,B3,AD,34,B2,A3,B7,84,29,34,-0.6875,-0.40625,0.75,-0.625,-0.171875,-0.9375,-0.0078125,0.28125,0.75,1.0673828125
9244,31,31,98,B4,1C,B7,23,A9,B6,0.5625,0.5625,-0.0625,-0.75,0.09375,-0.9375,0.171875,-0.28125,-0.875,-1.1494140625
9245,A6,A9,2C,21,37,B6,B4,28,AD,-0.21875,-0.28125,0.375,0.140625,0.9375,-0.875,-0.75,0.25,-0.40625,-0.611328125
9246,B4,9C,33,B3,2A,30,2F,B3,35,-0.75,-0.09375,0.6875,-0.6875,0.3125,0.5,0.46875,-0.6875,0.8125,1.326171875
9247,B3,98,94,36,B2,9D,36,A7,B0,-0.6875,-0.0625,-0.046875,0.875,-0.625,-0.1015625,0.875,-0.234375,-0.5,-0.31005859375
9248,2E,A0,31,98,34,31,2C,B3,30,0.4375,-0.125,0.5625,-0.0625,0.75,0.5625,0.375,-0.6875,0.5,1.01171875
9249,B6,9E,32,9D,21,24,B7,A0,B6,-0.875,-0.109375,0.625,-0.1015625,0.140625,0.1875,-0.9375,-0.125,-0.875,-1.591796875
9250,A2,B2,26,30,2F,35,B7,9B,38,-0.15625,-0.625,0.21875,0.5,0.46875,0.8125,-0.9375,-0.0859375,1.0,0.1708984375
9251,2B,2A,B5,28,2D,B7,36,AE,B1,0.34375,0.3125,-0.8125,0.25,0.40625,-0.9375,0.875,-0.4375,-0.5625,-1.5361328125
9252,9B,30,36,26,2D,B3,AA,35,AD,-0.0859375,0.5,0.875,0.21875,0.40625,-0.6875,-0.3125,0.8125,-0.40625,-0.880615234375
9253,36,2C,B2,23,36,33,9A,2B,B5,0.875,0.375,-0.625,0.171875,0.875,0.6875,-0.078125,0.34375,-0.8125,0.31884765625
9254,B5,0B,30,2D,B0,2B,B6,2F,30,-0.8125,0.021484375,0.5,0.40625,-0.5,0.34375,-0.875,0.46875,0.5,0.66656494140625
9255,27,B3,30,30,31,B2,13,8C,B2,0.234375,-0.6875,0.5,0.5,0.5625,-0.625,0.04296875,-0.0234375,-0.625,-0.0537109375
9256,A9,B2,30,AB,B0,AB,31,2D,AB,-0.28125,-0.625,0.5,-0.34375,-0.5,-0.34375,0.5625,0.40625,-0.34375,0.1533203125
9257,37,32,AD,31,99,B2,B8,B0,35,0.9375,0.625,-0.40625,0.5625,-0.0703125,-0.625,-1.0,-0.5,0.8125,0.48095703125
9258,32,32,34,B3,B2,1C,B5,30,33,0.625,0.625,0.75,-0.6875,-0.625,0.09375,-0.8125,0.5,0.6875,-0.59765625
9259,B2,0D,28,35,B7,B2,33,96,A7,-0.625,0.025390625,0.25,0.8125,-0.9375,-0.625,0.6875,-0.0546875,-0.234375,0.463134765625
9260,B0,B7,95,37,B0,92,23,A8,B8,-0.5,-0.9375,-0.05078125,0.9375,-0.5,-0.0390625,0.171875,-0.25,-1.0,-0.95648193359375
9261,B7,B4,B7,AC,B1,2B,2E,20,AA,-0.9375,-0.75,-0.9375,-0.375,-0.5625,0.34375,0.4375,0.125,-0.3125,-0.5
9262,22,36,B5,AC,B1,B3,2B,A1,B7,0.15625,0.875,-0.8125,-0.375,-0.5625,-0.6875,0.34375,-0.140625,-0.9375,-1.853515625
9263,38,24,AD,36,31,26,32,AE,A5,1.0,0.1875,-0.40625,0.875,0.5625,0.21875,0.625,-0.4375,-0.203125,-0.236328125
9264,30,19,95,34,B3,AB,B5,B1,2F,0.5,0.0703125,-0.05078125,0.75,-0.6875,-0.34375,-0.8125,-0.5625,0.46875,-0.27978515625
9265,B5,B1,29,23,B1,A4,A4,22,98,-0.8125,-0.5625,0.28125,0.171875,-0.5625,-0.1875,-0.1875,0.15625,-0.0625,0.47412109375
9266,9A,AC,1E,B7,36,28,B7,0D,B3,-0.078125,-0.375,0.109375,-0.9375,0.875,0.25,-0.9375,0.025390625,-0.6875,-0.9759521484375
9267,B0,32,AF,2B,2B,AE,B2,A4,B7,-0.5,0.625,-0.46875,0.34375,0.34375,-0.4375,-0.625,-0.1875,-0.9375,-1.154296875
9268,A1,32,B0,AC,B4,9D,B5,9B,AA,-0.140625,0.625,-0.5,-0.375,-0.75,-0.1015625,-0.8125,-0.0859375,-0.3125,0.16796875
9269,37,34,B5,B0,B3,AA,B7,26,9D,0.9375,0.75,-0.8125,-0.5,-0.6875,-0.3125,-0.9375,0.21875,-0.1015625,-0.328125
9270,34,B3,AC,33,37,AB,8F,29,35,0.75,-0.6875,-0.375,0.6875,0.9375,-0.34375,-0.029296875,0.28125,0.8125,1.956298828125
9271,0F,23,19,B4,33,34,B0,2B,1A,0.029296875,0.171875,0.0703125,-0.75,0.6875,0.75,-0.5,0.34375,0.078125,-0.0657958984375
9272,35,33,1E,AD,30,AE,32,31,36,0.8125,0.6875,0.109375,-0.40625,0.5,-0.4375,0.625,0.5625,0.875,0.8203125
9273,A8,A8,30,AE,02,34,A9,AE,35,-0.25,-0.25,0.5,-0.4375,0.00390625,0.75,-0.28125,-0.4375,0.8125,0.6748046875
9274,B1,B4,A8,B2,14,32,B4,B7,B7,-0.5625,-0.75,-0.25,-0.625,0.046875,0.625,-0.75,-0.9375,-0.9375,-0.6591796875
9275,B1,1F,2A,84,35,B3,A5,37,B1,-0.5625,0.1171875,0.3125,-0.0078125,0.8125,-0.6875,-0.203125,0.9375,-0.5625,-1.1708984375
9276,B6,28,19,34,36,32,24,B5,A1,-0.875,0.25,0.0703125,0.75,0.875,0.625,0.1875,-0.8125,-0.140625,-1.34619140625
9277,1B,31,B2,38,AD,37,29,B7,B3,0.0859375,0.5625,-0.625,1.0,-0.40625,0.9375,0.28125,-0.9375,-0.6875,-1.308349609375
9278,38,32,36,B1,B5,AC,31,B6,1B,1.0,0.625,0.875,-0.5625,-0.8125,-0.375,0.5625,-0.875,0.0859375,0.0234375
9279,B3,AC,24,B7,B7,31,01,24,35,-0.6875,-0.375,0.1875,-0.9375,-0.9375,0.5625,0.001953125,0.1875,0.8125,1.0706787109375
9280,AE,B4,AB,B5,31,35,B4,B8,2F,-0.4375,-0.75,-0.34375,-0.8125,0.5625,0.8125,-0.75,-1.0,0.46875,0.68359375
9281,B7,96,09,36,35,A7,34,38,30,-0.9375,-0.0546875,0.017578125,0.875,0.8125,-0.234375,0.75,1.0,0.5,0.6392822265625
9282,AC,A2,2F,AE,AC,1E,2D,21,33,-0.375,-0.15625,0.46875,-0.4375,-0.375,0.109375,0.40625,0.140625,0.6875,0.93994140625
9283,B0,2B,AE,B4,2C,A8,B1,B5,A8,-0.5,0.34375,-0.4375,-0.75,0.375,-0.25,-0.5625,-0.8125,-0.25,0.33203125
9284,B8,30,9B,1B,2C,36,A1,02,2C,-1.0,0.5,-0.0859375,0.0859375,0.375,0.875,-0.140625,0.00390625,0.375,0.449920654296875
9285,A1,B3,AD,AA,1C,22,2B,96,B0,-0.140625,-0.6875,-0.40625,-0.3125,0.09375,0.15625,0.34375,-0.0546875,-0.5,-0.7431640625
9286,38,B5,A1,35,AF,31,28,30,8A,1.0,-0.8125,-0.140625,0.8125,-0.46875,0.5625,0.25,0.5,-0.01953125,-0.57421875
9287,A9,33,B7,B8,34,38,35,31,B2,-0.28125,0.6875,-0.9375,-1.0,0.75,1.0,0.8125,0.5625,-0.625,-1.47265625
9288,B0,02,35,B6,35,2A,B2,AF,31,-0.5,0.00390625,0.8125,-0.875,0.8125,0.3125,-0.625,-0.46875,0.5625,0.059814453125
9289,34,1F,2C,35,AC,30,B2,AB,A3,0.75,0.1171875,0.375,0.8125,-0.375,0.5,-0.625,-0.34375,-0.171875,-0.908203125
9290,A4,AC,B3,32,AE,81,AD,31,23,-0.1875,-0.375,-0.6875,0.625,-0.4375,-0.001953125,-0.40625,0.5625,0.171875,0.885498046875
9291,31,AB,1C,B1,2B,37,AB,A0,B1,0.5625,-0.34375,0.09375,-0.5625,0.34375,0.9375,-0.34375,-0.125,-0.5625,-0.6533203125
9292,31,27,2E,13,B7,8D,29,2E,AF,0.5625,0.234375,0.4375,0.04296875,-0.9375,-0.025390625,0.28125,0.4375,-0.46875,-0.860198974609375
9293,B2,B7,31,22,23,37,2C,38,10,-0.625,-0.9375,0.5625,0.15625,0.171875,0.9375,0.375,1.0,0.03125,-0.587890625
9294,35,35,28,31,30,B3,B2,B1,B6,0.8125,0.8125,0.25,0.5625,0.5,-0.6875,-0.625,-0.5625,-0.875,-1.5
9295,29,B5,B1,AB,32,B2,2B,A9,12,0.28125,-0.8125,-0.5625,-0.34375,0.625,-0.625,0.34375,-0.28125,0.0390625,0.6259765625
9296,2F,B1,A6,34,B5,AF,A0,B2,37,0.46875,-0.5625,-0.21875,0.75,-0.8125,-0.46875,-0.125,-0.625,0.9375,0.37890625
9297,37,AF,18,B7,35,B0,AA,A3,B8,0.9375,-0.46875,0.0625,-0.9375,0.8125,-0.5,-0.3125,-0.171875,-1.0,0.1376953125
9298,A8,36,2B,B1,AA,B0,B1,B2,B7,-0.25,0.875,0.34375,-0.5625,-0.3125,-0.5,-0.5625,-0.625,-0.9375,-1.138671875
9299,AB,2F,B6,34,B6,B2,A7,B6,32,-0.34375,0.46875,-0.875,0.75,-0.875,-0.625,-0.234375,-0.875,0.625,0.181640625
9300,B1,31,B2,9D,B5,B0,A4,37,AA,-0.5625,0.5625,-0.625,-0.1015625,-0.8125,-0.5,-0.1875,0.9375,-0.3125,-0.11474609375
9301,B6,37,35,AF,37,21,2E,A9,22,-0.875,0.9375,0.8125,-0.46875,0.9375,0.140625,0.4375,-0.28125,0.15625,-0.044921875
9302,B6,29,36,06,94,26,B4,2F,29,-0.875,0.28125,0.875,0.01171875,-0.046875,0.21875,-0.75,0.46875,0.28125,-0.2669677734375
9303,37,34,A4,34,A6,2F,83,81,24,0.9375,0.75,-0.1875,0.75,-0.21875,0.46875,-0.005859375,-0.001953125,0.1875,0.3336181640625
9304,24,26,31,2E,32,A2,28,AD,A5,0.1875,0.21875,0.5625,0.4375,0.625,-0.15625,0.25,-0.40625,-0.203125,-0.1572265625
9305,30,36,B0,B0,37,33,2E,A8,B7,0.5,0.875,-0.5,-0.5,0.9375,0.6875,0.4375,-0.25,-0.9375,0.0390625
9306,37,AA,2B,B3,AC,90,A9,AE,B5,0.9375,-0.3125,0.34375,-0.6875,-0.375,-0.03125,-0.28125,-0.4375,-0.8125,-0.9501953125
9307,14,B7,29,20,34,AD,26,B6,34,0.046875,-0.9375,0.28125,0.125,0.75,-0.40625,0.21875,-0.875,0.75,1.1181640625
9308,B3,B7,34,33,9D,33,28,2F,32,-0.6875,-0.9375,0.75,0.6875,-0.1015625,0.6875,0.25,0.46875,0.625,0.56005859375
9309,2B,10,A9,B5,34,B7,9E,B8,B8,0.34375,0.03125,-0.28125,-0.8125,0.75,-0.9375,-0.109375,-1.0,-1.0,0.07177734375
9310,AE,37,35,B3,A6,AC,2B,AC,B1,-0.4375,0.9375,0.8125,-0.6875,-0.21875,-0.375,0.34375,-0.375,-0.5625,-0.28125
9311,A9,AF,B3,AE,98,32,2E,23,B1,-0.28125,-0.46875,-0.6875,-0.4375,-0.0625,0.625,0.4375,0.171875,-0.5625,-1.2138671875
9312,32,A8,AC,B0,B6,35,38,B3,01,0.625,-0.25,-0.375,-0.5,-0.875,0.8125,1.0,-0.6875,0.001953125,-0.779296875
9313,A3,A8,37,37,90,28,B1,B3,0B,-0.171875,-0.25,0.9375,0.9375,-0.03125,0.25,-0.5625,-0.6875,0.021484375,-1.20751953125
9314,B1,B5,B1,1E,86,B6,A3,31,2A,-0.5625,-0.8125,-0.5625,0.109375,-0.01171875,-0.875,-0.171875,0.5625,0.3125,1.188232421875
9315,36,B3,31,A3,31,B0,8A,B1,27,0.875,-0.6875,0.5625,-0.171875,0.5625,-0.5,-0.01953125,-0.5625,0.234375,1.156005859375
9316,B1,B5,B5,A5,29,AC,AC,2B,37,-0.5625,-0.8125,-0.8125,-0.203125,0.28125,-0.375,-0.375,0.34375,0.9375,1.31884765625
9317,37,24,1C,18,31,99,AA,82,34,0.9375,0.1875,0.09375,0.0625,0.5625,-0.0703125,-0.3125,-0.00390625,0.75,1.234619140625
9318,B3,35,9D,20,29,B2,0B,23,9A,-0.6875,0.8125,-0.1015625,0.125,0.28125,-0.625,0.021484375,0.171875,-0.078125,-0.7599945068359375
9319,B7,38,0E,B5,04,22,B0,B8,1E,-0.9375,1.0,0.02734375,-0.8125,0.0078125,0.15625,-0.5,-1.0,0.109375,1.05712890625
9320,96,AE,A0,A4,B3,B8,10,2D,AC,-0.0546875,-0.4375,-0.125,-0.1875,-0.6875,-1.0,0.03125,0.40625,-0.375,0.02001953125
9321,2D,B4,AF,2B,2D,A5,B0,A8,B2,0.40625,-0.75,-0.46875,0.34375,0.40625,-0.203125,-0.5,-0.25,-0.625,-0.1591796875
9322,B5,31,30,2E,B5,1D,AC,B1,9A,-0.8125,0.5625,0.5,0.4375,-0.8125,0.1015625,-0.375,-0.5625,-0.078125,0.20556640625
9323,34,AC,AD,24,2C,34,38,28,29,0.75,-0.375,-0.40625,0.1875,0.375,0.75,1.0,0.25,0.28125,-0.078125
9324,2C,B6,26,92,36,29,AC,37,B6,0.375,-0.875,0.21875,-0.0390625,0.875,0.28125,-0.375,0.9375,-0.875,-0.91162109375
9325,20,21,36,25,A6,2C,2D,AC,B1,0.125,0.140625,0.875,0.203125,-0.21875,0.375,0.40625,-0.375,-0.5625,-0.2578125
9326,A8,37,25,34,35,B3,B6,B5,35,-0.25,0.9375,0.203125,0.75,0.8125,-0.6875,-0.875,-0.8125,0.8125,-0.822265625
9327,2C,B4,B7,30,B4,2A,B0,A5,24,0.375,-0.75,-0.9375,0.5,-0.75,0.3125,-0.5,-0.203125,0.1875,0.0390625
9328,B7,34,AD,31,AA,B3,B2,B5,1E,-0.9375,0.75,-0.40625,0.5625,-0.3125,-0.6875,-0.625,-0.8125,0.109375,-0.31640625
9329,B5,AE,36,37,33,A5,2A,31,9E,-0.8125,-0.4375,0.875,0.9375,0.6875,-0.203125,0.3125,0.5625,-0.109375,0.2216796875
9330,B7,B1,31,B2,B4,B4,A5,B6,B7,-0.9375,-0.5625,0.5625,-0.625,-0.75,-0.75,-0.203125,-0.875,-0.9375,0.6201171875
9331,B7,B2,A1,B4,12,A9,B1,36,98,-0.9375,-0.625,-0.140625,-0.75,0.0390625,-0.28125,-0.5625,0.875,-0.0625,-0.50048828125
9332,30,2C,B6,2B,19,A8,28,AE,B2,0.5,0.375,-0.875,0.34375,0.0703125,-0.25,0.25,-0.4375,-0.625,-1.052734375
9333,32,2A,2F,99,B6,30,37,25,31,0.625,0.3125,0.46875,-0.0703125,-0.875,0.5,0.9375,0.203125,0.5625,0.5970458984375
9334,36,1D,2A,2D,29,B4,B5,33,2A,0.875,0.1015625,0.3125,0.40625,0.28125,-0.75,-0.8125,0.6875,0.3125,0.5078125
9335,B7,B6,B6,B5,B8,A6,36,A8,B0,-0.9375,-0.875,-0.875,-0.8125,-1.0,-0.21875,0.875,-0.25,-0.5,0.06640625
9336,B5,B5,B2,30,29,37,AA,34,31,-0.8125,-0.8125,-0.625,0.5,0.28125,0.9375,-0.3125,0.75,0.5625,0.142578125
9337,30,B4,B5,0F,B2,38,B7,05,B2,0.5,-0.75,-0.8125,0.029296875,-0.625,1.0,-0.9375,0.009765625,-0.625,-0.9254951477050781
9338,A1,9D,2C,B5,33,AB,B3,23,AC,-0.140625,-0.1015625,0.375,-0.8125,0.6875,-0.34375,-0.6875,0.171875,-0.375,-0.834228515625
9339,B1,04,B1,1A,35,21,B0,34,AD,-0.5625,0.0078125,-0.5625,0.078125,0.8125,0.140625,-0.5,0.75,-0.40625,-0.5223388671875
9340,9D,29,32,AE,B3,93,35,AA,AA,-0.1015625,0.28125,0.625,-0.4375,-0.6875,-0.04296875,0.8125,-0.3125,-0.3125,0.3897705078125
9341,B2,07,25,AE,AD,AA,34,34,B2,-0.625,0.013671875,0.203125,-0.4375,-0.40625,-0.3125,0.75,0.75,-0.625,-0.5511474609375
9342,A0,B6,2D,33,B0,1A,9C,A9,AF,-0.125,-0.875,0.40625,0.6875,-0.5,0.078125,-0.09375,-0.28125,-0.46875,-0.7060546875
9343,AF,B4,2F,A8,B6,B4,B2,2C,26,-0.46875,-0.75,0.46875,-0.25,-0.875,-0.75,-0.625,0.375,0.21875,0.8046875
9344,B1,33,33,2E,A9,35,B5,1F,13,-0.5625,0.6875,0.6875,0.4375,-0.28125,0.8125,-0.8125,0.1171875,0.04296875,0.25244140625
9345,B7,AB,2B,24,B5,11,32,2A,2D,-0.9375,-0.34375,0.34375,0.1875,-0.8125,0.03515625,0.625,0.3125,0.40625,1.4293212890625
9346,10,33,2B,B6,AE,B3,B7,19,38,0.03125,0.6875,0.34375,-0.875,-0.4375,-0.6875,-0.9375,0.0703125,1.0,0.1298828125
9347,35,36,1D,27,22,2C,33,36,B6,0.8125,0.875,0.1015625,0.234375,0.15625,0.375,0.6875,0.875,-0.875,-0.14501953125
9348,B5,8D,B3,33,AB,36,96,2C,37,-0.8125,-0.025390625,-0.6875,0.6875,-0.34375,0.875,-0.0546875,0.375,0.9375,1.489990234375
9349,B2,2B,AA,8A,AF,2C,25,1E,35,-0.625,0.34375,-0.3125,-0.01953125,-0.46875,0.375,0.203125,0.109375,0.8125,1.16876220703125
9350,A2,A2,B7,13,32,A9,A0,B4,A8,-0.15625,-0.15625,-0.9375,0.04296875,0.625,-0.28125,-0.125,-0.75,-0.25,-0.21875
9351,B3,31,34,34,B2,99,32,A7,2C,-0.6875,0.5625,0.75,0.75,-0.625,-0.0703125,0.625,-0.234375,0.375,1.05810546875
9352,B4,36,B0,30,31,AB,37,B4,B5,-0.75,0.875,-0.5,0.5,0.5625,-0.34375,0.9375,-0.75,-0.8125,-2.37890625
9353,B5,A9,37,33,36,2C,AF,1D,34,-0.8125,-0.28125,0.9375,0.6875,0.875,0.375,-0.46875,0.1015625,0.75,-0.43603515625
9354,2A,2F,34,A0,B5,95,98,2E,B5,0.3125,0.46875,0.75,-0.125,-0.8125,-0.05078125,-0.0625,0.4375,-0.8125,-1.1917724609375
9355,30,2D,B3,A2,AC,B5,34,B1,21,0.5,0.40625,-0.6875,-0.15625,-0.375,-0.8125,0.75,-0.5625,0.140625,-0.8046875
9356,B0,AF,AA,2C,33,38,28,37,37,-0.5,-0.46875,-0.3125,0.375,0.6875,1.0,0.25,0.9375,0.9375,0.3984375
9357,B2,9A,32,28,32,35,21,B7,22,-0.625,-0.078125,0.625,0.25,0.625,0.8125,0.140625,-0.9375,0.15625,-0.4443359375
9358,31,26,2C,B7,29,36,2B,B2,33,0.5625,0.21875,0.375,-0.9375,0.28125,0.875,0.34375,-0.625,0.6875,1.751953125
9359,36,38,2E,1C,AB,B2,B7,AF,36,0.875,1.0,0.4375,0.09375,-0.34375,-0.625,-0.9375,-0.46875,0.875,-0.5048828125
9360,B6,37,1E,31,A4,1A,B7,AF,A1,-0.875,0.9375,0.109375,0.5625,-0.1875,0.078125,-0.9375,-0.46875,-0.140625,-0.26953125
9361,37,AE,A4,2B,A9,2F,AF,B5,B5,0.9375,-0.4375,-0.1875,0.34375,-0.28125,0.46875,-0.46875,-0.8125,-0.8125,-1.47265625
9362,B1,2D,31,B8,AE,B5,B4,37,B0,-0.5625,0.40625,0.5625,-1.0,-0.4375,-0.8125,-0.75,0.9375,-0.5,-1.943359375
9363,32,2F,31,B4,B7,24,AC,A6,37,0.625,0.46875,0.5625,-0.75,-0.9375,0.1875,-0.375,-0.21875,0.9375,0.392578125
9364,30,AF,33,35,1E,B3,9C,37,B6,0.5,-0.46875,0.6875,0.8125,0.109375,-0.6875,-0.09375,0.9375,-0.875,0.19921875
9365,31,B6,B2,B6,31,27,24,36,30,0.5625,-0.875,-0.625,-0.875,0.5625,0.234375,0.1875,0.875,0.5,-0.271484375
9366,29,2A,35,B3,35,B5,32,AC,8B,0.28125,0.3125,0.8125,-0.6875,0.8125,-0.8125,0.625,-0.375,-0.021484375,0.71875
9367,30,A1,33,32,1D,2A,B4,29,98,0.5,-0.140625,0.6875,0.625,0.1015625,0.3125,-0.75,0.28125,-0.0625,-0.3955078125
9368,B1,32,B0,A9,B7,34,AD,2E,32,-0.5625,0.625,-0.5,-0.28125,-0.9375,0.75,-0.40625,0.4375,0.625,1.701171875
9369,B6,25,B5,A3,85,A7,A9,AF,A5,-0.875,0.203125,-0.8125,-0.171875,-0.009765625,-0.234375,-0.28125,-0.46875,-0.203125,0.06689453125
9370,32,B4,32,2B,22,2D,35,B5,35,0.625,-0.75,0.625,0.34375,0.15625,0.40625,0.8125,-0.8125,0.8125,0.833984375
9371,24,B5,21,2D,A2,AC,9C,9A,36,0.1875,-0.8125,0.140625,0.40625,-0.15625,-0.375,-0.09375,-0.078125,0.875,1.10546875
