# vector_id a_hex b_hex golden_hex delta sign_case
84030 5004 5838 5862 2100 same_sign
84031 5004 5839 5863 2101 same_sign
84032 5004 583A 5864 2102 same_sign
84033 5004 583B 5865 2103 same_sign
84034 5004 583C 5866 2104 same_sign
84035 5004 583D 5867 2105 same_sign
84036 5004 583E 5867 2106 same_sign
84037 5004 583F 5868 2107 same_sign
84038 5004 5840 5869 2108 same_sign
84039 5004 5841 586A 2109 same_sign
84040 5004 5842 586B 2110 same_sign
84041 5004 5843 586C 2111 same_sign
84042 5004 5844 586D 2112 same_sign
84043 5004 5845 586E 2113 same_sign
84044 5004 5846 586F 2114 same_sign
84045 5004 5847 5870 2115 same_sign
84046 5004 5848 5871 2116 same_sign
84047 5004 5849 5872 2117 same_sign
84048 5004 584A 5873 2118 same_sign
84049 5004 584B 5874 2119 same_sign
84050 5004 584C 5875 2120 same_sign
84051 5004 584D 5876 2121 same_sign
84052 5004 584E 5877 2122 same_sign
84053 5004 584F 5878 2123 same_sign
84054 5004 5850 5879 2124 same_sign
84055 5004 5851 5879 2125 same_sign
84056 5004 5852 587A 2126 same_sign
84057 5004 5853 587B 2127 same_sign
84058 5004 5854 587C 2128 same_sign
84059 5004 5855 587D 2129 same_sign
84060 5004 5856 587E 2130 same_sign
84061 5004 5857 587F 2131 same_sign
84062 5004 5858 5880 2132 same_sign
84063 5004 5859 5881 2133 same_sign
84064 5004 585A 5882 2134 same_sign
84065 5004 585B 5883 2135 same_sign
84066 5004 585C 5884 2136 same_sign
84067 5004 585D 5885 2137 same_sign
84068 5004 585E 5886 2138 same_sign
84069 5004 585F 5887 2139 same_sign
84070 5004 5860 5888 2140 same_sign
84071 5004 5861 5889 2141 same_sign
84072 5004 5862 588A 2142 same_sign
84073 5004 5863 588B 2143 same_sign
84074 5004 5864 588B 2144 same_sign
84075 5004 5865 588C 2145 same_sign
84076 5004 5866 588D 2146 same_sign
84077 5004 5867 588E 2147 same_sign
84078 5004 5868 588F 2148 same_sign
84079 5004 5869 5890 2149 same_sign
84080 5004 586A 5891 2150 same_sign
84081 5004 586B 5892 2151 same_sign
84082 5004 586C 5893 2152 same_sign
84083 5004 586D 5894 2153 same_sign
84084 5004 586E 5895 2154 same_sign
84085 5004 586F 5896 2155 same_sign
84086 5004 5870 5897 2156 same_sign
84087 5004 5871 5898 2157 same_sign
84088 5004 5872 5899 2158 same_sign
84089 5004 5873 589A 2159 same_sign
84090 5004 5874 589B 2160 same_sign
84091 5004 5875 589C 2161 same_sign
84092 5004 5876 589D 2162 same_sign
84093 5004 5877 589D 2163 same_sign
84094 5004 5878 589E 2164 same_sign
84095 5004 5879 589F 2165 same_sign
84096 5004 587A 58A0 2166 same_sign
84097 5004 587B 58A1 2167 same_sign
84098 5004 587C 58A2 2168 same_sign
84099 5004 587D 58A3 2169 same_sign
84100 5004 587E 58A4 2170 same_sign
84101 5004 587F 58A5 2171 same_sign
84102 5004 5880 58A6 2172 same_sign
84103 5004 5881 58A7 2173 same_sign
84104 5004 5882 58A8 2174 same_sign
84105 5004 5883 58A9 2175 same_sign
84106 5004 5884 58AA 2176 same_sign
84107 5004 5885 58AB 2177 same_sign
84108 5004 5886 58AC 2178 same_sign
84109 5004 5887 58AD 2179 same_sign
84110 5004 5888 58AE 2180 same_sign
84111 5004 5889 58AF 2181 same_sign
84112 5004 588A 58B0 2182 same_sign
84113 5004 588B 58B0 2183 same_sign
84114 5004 588C 58B1 2184 same_sign
84115 5004 588D 58B2 2185 same_sign
84116 5004 588E 58B3 2186 same_sign
84117 5004 588F 58B4 2187 same_sign
84118 5004 5890 58B5 2188 same_sign
84119 5004 5891 58B6 2189 same_sign
84120 5004 5892 58B7 2190 same_sign
84121 5004 5893 58B8 2191 same_sign
84122 5004 5894 58B9 2192 same_sign
84123 5004 5895 58BA 2193 same_sign
84124 5004 5896 58BB 2194 same_sign
84125 5004 5897 58BC 2195 same_sign
84126 5004 5898 58BD 2196 same_sign
84127 5004 5899 58BE 2197 same_sign
84128 5004 589A 58BF 2198 same_sign
84129 5004 589B 58C0 2199 same_sign
84130 5004 589C 58C1 2200 same_sign
84131 5004 589D 58C2 2201 same_sign
84132 5004 589E 58C3 2202 same_sign
84133 5004 589F 58C4 2203 same_sign
84134 5004 58A0 58C4 2204 same_sign
84135 5004 58A1 58C5 2205 same_sign
84136 5004 58A2 58C6 2206 same_sign
84137 5004 58A3 58C7 2207 same_sign
84138 5004 58A4 58C8 2208 same_sign
84139 5004 58A5 58C9 2209 same_sign
84140 5004 58A6 58CA 2210 same_sign
84141 5004 58A7 58CB 2211 same_sign
84142 5004 58A8 58CC 2212 same_sign
84143 5004 58A9 58CD 2213 same_sign
84144 5004 58AA 58CE 2214 same_sign
84145 5004 58AB 58CF 2215 same_sign
84146 5004 58AC 58D0 2216 same_sign
84147 5004 58AD 58D1 2217 same_sign
84148 5004 58AE 58D2 2218 same_sign
84149 5004 58AF 58D3 2219 same_sign
84150 5004 58B0 58D4 2220 same_sign
84151 5004 58B1 58D5 2221 same_sign
84152 5004 58B2 58D6 2222 same_sign
84153 5004 58B3 58D7 2223 same_sign
84154 5004 58B4 58D8 2224 same_sign
84155 5004 58B5 58D8 2225 same_sign
84156 5004 58B6 58D9 2226 same_sign
84157 5004 58B7 58DA 2227 same_sign
84158 5004 58B8 58DB 2228 same_sign
84159 5004 58B9 58DC 2229 same_sign
84160 5004 58BA 58DD 2230 same_sign
84161 5004 58BB 58DE 2231 same_sign
84162 5004 58BC 58DF 2232 same_sign
84163 5004 58BD 58E0 2233 same_sign
84164 5004 58BE 58E1 2234 same_sign
84165 5004 58BF 58E2 2235 same_sign
84166 5004 58C0 58E3 2236 same_sign
84167 5004 58C1 58E4 2237 same_sign
84168 5004 58C2 58E5 2238 same_sign
84169 5004 58C3 58E6 2239 same_sign
84170 5004 58C4 58E7 2240 same_sign
84171 5004 58C5 58E8 2241 same_sign
84172 5004 58C6 58E9 2242 same_sign
84173 5004 58C7 58EA 2243 same_sign
84174 5004 58C8 58EB 2244 same_sign
84175 5004 58C9 58EC 2245 same_sign
84176 5004 58CA 58EC 2246 same_sign
84177 5004 58CB 58ED 2247 same_sign
84178 5004 58CC 58EE 2248 same_sign
84179 5004 58CD 58EF 2249 same_sign
84180 5004 58CE 58F0 2250 same_sign
84181 5004 58CF 58F1 2251 same_sign
84182 5004 58D0 58F2 2252 same_sign
84183 5004 58D1 58F3 2253 same_sign
84184 5004 58D2 58F4 2254 same_sign
84185 5004 58D3 58F5 2255 same_sign
84186 5004 58D4 58F6 2256 same_sign
84187 5004 58D5 58F7 2257 same_sign
84188 5004 58D6 58F8 2258 same_sign
84189 5004 58D7 58F9 2259 same_sign
84190 5004 58D8 58FA 2260 same_sign
84191 5004 58D9 58FB 2261 same_sign
84192 5004 58DA 58FC 2262 same_sign
84193 5004 58DB 58FD 2263 same_sign
84194 5004 58DC 58FE 2264 same_sign
84195 5004 58DD 58FF 2265 same_sign
84196 5004 58DE 5900 2266 same_sign
84197 5004 58DF 5901 2267 same_sign
84198 5004 58E0 5902 2268 same_sign
84199 5004 58E1 5902 2269 same_sign
84200 5004 58E2 5903 2270 same_sign
84201 5004 58E3 5904 2271 same_sign
84202 5004 58E4 5905 2272 same_sign
84203 5004 58E5 5906 2273 same_sign
84204 5004 58E6 5907 2274 same_sign
84205 5004 58E7 5908 2275 same_sign
84206 5004 58E8 5909 2276 same_sign
84207 5004 58E9 590A 2277 same_sign
84208 5004 58EA 590B 2278 same_sign
84209 5004 58EB 590C 2279 same_sign
84210 5004 58EC 590D 2280 same_sign
84211 5004 58ED 590E 2281 same_sign
84212 5004 58EE 590F 2282 same_sign
84213 5004 58EF 5910 2283 same_sign
84214 5004 58F0 5911 2284 same_sign
84215 5004 58F1 5912 2285 same_sign
84216 5004 58F2 5913 2286 same_sign
84217 5004 58F3 5914 2287 same_sign
84218 5004 58F4 5915 2288 same_sign
84219 5004 58F5 5916 2289 same_sign
84220 5004 58F6 5917 2290 same_sign
84221 5004 58F7 5917 2291 same_sign
84222 5004 58F8 5918 2292 same_sign
84223 5004 58F9 5919 2293 same_sign
84224 5004 58FA 591A 2294 same_sign
84225 5004 58FB 591B 2295 same_sign
84226 5004 58FC 591C 2296 same_sign
84227 5004 58FD 591D 2297 same_sign
84228 5004 58FE 591E 2298 same_sign
84229 5004 58FF 591F 2299 same_sign
84230 5004 5900 5920 2300 same_sign
84231 5004 5901 5921 2301 same_sign
84232 5004 5902 5922 2302 same_sign
84233 5004 5903 5923 2303 same_sign
84234 5004 5904 5924 2304 same_sign
84235 5004 5905 5925 2305 same_sign
84236 5004 5906 5926 2306 same_sign
84237 5004 5907 5927 2307 same_sign
84238 5004 5908 5928 2308 same_sign
84239 5004 5909 5929 2309 same_sign
84240 5004 590A 592A 2310 same_sign
84241 5004 590B 592B 2311 same_sign
84242 5004 590C 592C 2312 same_sign
84243 5004 590D 592D 2313 same_sign
84244 5004 590E 592E 2314 same_sign
84245 5004 590F 592E 2315 same_sign
84246 5004 5910 592F 2316 same_sign
84247 5004 5911 5930 2317 same_sign
84248 5004 5912 5931 2318 same_sign
84249 5004 5913 5932 2319 same_sign
84250 5004 5914 5933 2320 same_sign
84251 5004 5915 5934 2321 same_sign
84252 5004 5916 5935 2322 same_sign
84253 5004 5917 5936 2323 same_sign
84254 5004 5918 5937 2324 same_sign
84255 5004 5919 5938 2325 same_sign
84256 5004 591A 5939 2326 same_sign
84257 5004 591B 593A 2327 same_sign
84258 5004 591C 593B 2328 same_sign
84259 5004 591D 593C 2329 same_sign
84260 5004 591E 593D 2330 same_sign
84261 5004 591F 593E 2331 same_sign
84262 5004 5920 593F 2332 same_sign
84263 5004 5921 5940 2333 same_sign
84264 5004 5922 5941 2334 same_sign
84265 5004 5923 5942 2335 same_sign
84266 5004 5924 5943 2336 same_sign
84267 5004 5925 5944 2337 same_sign
84268 5004 5926 5945 2338 same_sign
84269 5004 5927 5945 2339 same_sign
84270 5004 5928 5946 2340 same_sign
84271 5004 5929 5947 2341 same_sign
84272 5004 592A 5948 2342 same_sign
84273 5004 592B 5949 2343 same_sign
84274 5004 592C 594A 2344 same_sign
84275 5004 592D 594B 2345 same_sign
84276 5004 592E 594C 2346 same_sign
84277 5004 592F 594D 2347 same_sign
84278 5004 5930 594E 2348 same_sign
84279 5004 5931 594F 2349 same_sign
84280 5004 5932 5950 2350 same_sign
84281 5004 5933 5951 2351 same_sign
84282 5004 5934 5952 2352 same_sign
84283 5004 5935 5953 2353 same_sign
84284 5004 5936 5954 2354 same_sign
84285 5004 5937 5955 2355 same_sign
84286 5004 5938 5956 2356 same_sign
84287 5004 5939 5957 2357 same_sign
84288 5004 593A 5958 2358 same_sign
84289 5004 593B 5959 2359 same_sign
84290 5004 593C 595A 2360 same_sign
84291 5004 593D 595B 2361 same_sign
84292 5004 593E 595C 2362 same_sign
84293 5004 593F 595D 2363 same_sign
84294 5004 5940 595E 2364 same_sign
84295 5004 5941 595E 2365 same_sign
84296 5004 5942 595F 2366 same_sign
84297 5004 5943 5960 2367 same_sign
84298 5004 5944 5961 2368 same_sign
84299 5004 5945 5962 2369 same_sign
84300 5004 5946 5963 2370 same_sign
84301 5004 5947 5964 2371 same_sign
84302 5004 5948 5965 2372 same_sign
84303 5004 5949 5966 2373 same_sign
84304 5004 594A 5967 2374 same_sign
84305 5004 594B 5968 2375 same_sign
84306 5004 594C 5969 2376 same_sign
84307 5004 594D 596A 2377 same_sign
84308 5004 594E 596B 2378 same_sign
84309 5004 594F 596C 2379 same_sign
84310 5004 5950 596D 2380 same_sign
84311 5004 5951 596E 2381 same_sign
84312 5004 5952 596F 2382 same_sign
84313 5004 5953 5970 2383 same_sign
84314 5004 5954 5971 2384 same_sign
84315 5004 5955 5972 2385 same_sign
84316 5004 5956 5973 2386 same_sign
84317 5004 5957 5974 2387 same_sign
84318 5004 5958 5975 2388 same_sign
84319 5004 5959 5976 2389 same_sign
84320 5004 595A 5976 2390 same_sign
84321 5004 595B 5977 2391 same_sign
84322 5004 595C 5978 2392 same_sign
84323 5004 595D 5979 2393 same_sign
84324 5004 595E 597A 2394 same_sign
84325 5004 595F 597B 2395 same_sign
84326 5004 5960 597C 2396 same_sign
84327 5004 5961 597D 2397 same_sign
84328 5004 5962 597E 2398 same_sign
84329 5004 5963 597F 2399 same_sign
84330 5004 5964 5980 2400 same_sign
84331 5004 5965 5981 2401 same_sign
84332 5004 5966 5982 2402 same_sign
84333 5004 5967 5983 2403 same_sign
84334 5004 5968 5984 2404 same_sign
84335 5004 5969 5985 2405 same_sign
84336 5004 596A 5986 2406 same_sign
84337 5004 596B 5987 2407 same_sign
84338 5004 596C 5988 2408 same_sign
84339 5004 596D 5989 2409 same_sign
84340 5004 596E 598A 2410 same_sign
84341 5004 596F 598B 2411 same_sign
84342 5004 5970 598C 2412 same_sign
84343 5004 5971 598D 2413 same_sign
84344 5004 5972 598E 2414 same_sign
84345 5004 5973 598F 2415 same_sign
84346 5004 5974 5990 2416 same_sign
84347 5004 5975 5990 2417 same_sign
84348 5004 5976 5991 2418 same_sign
84349 5004 5977 5992 2419 same_sign
84350 5004 5978 5993 2420 same_sign
84351 5004 5979 5994 2421 same_sign
84352 5004 597A 5995 2422 same_sign
84353 5004 597B 5996 2423 same_sign
84354 5004 597C 5997 2424 same_sign
84355 5004 597D 5998 2425 same_sign
84356 5004 597E 5999 2426 same_sign
84357 5004 597F 599A 2427 same_sign
84358 5004 5980 599B 2428 same_sign
84359 5004 5981 599C 2429 same_sign
84360 5004 5982 599D 2430 same_sign
84361 5004 5983 599E 2431 same_sign
84362 5004 5984 599F 2432 same_sign
84363 5004 5985 59A0 2433 same_sign
84364 5004 5986 59A1 2434 same_sign
84365 5004 5987 59A2 2435 same_sign
84366 5004 5988 59A3 2436 same_sign
84367 5004 5989 59A4 2437 same_sign
84368 5004 598A 59A5 2438 same_sign
84369 5004 598B 59A6 2439 same_sign
84370 5004 598C 59A7 2440 same_sign
84371 5004 598D 59A8 2441 same_sign
84372 5004 598E 59A9 2442 same_sign
84373 5004 598F 59AA 2443 same_sign
84374 5004 5990 59AB 2444 same_sign
84375 5004 5991 59AB 2445 same_sign
84376 5004 5992 59AC 2446 same_sign
84377 5004 5993 59AD 2447 same_sign
84378 5004 5994 59AE 2448 same_sign
84379 5004 5995 59AF 2449 same_sign
84380 5004 5996 59B0 2450 same_sign
84381 5004 5997 59B1 2451 same_sign
84382 5004 5998 59B2 2452 same_sign
84383 5004 5999 59B3 2453 same_sign
84384 5004 599A 59B4 2454 same_sign
84385 5004 599B 59B5 2455 same_sign
84386 5004 599C 59B6 2456 same_sign
84387 5004 599D 59B7 2457 same_sign
84388 5004 599E 59B8 2458 same_sign
84389 5004 599F 59B9 2459 same_sign
84390 5004 59A0 59BA 2460 same_sign
84391 5004 59A1 59BB 2461 same_sign
84392 5004 59A2 59BC 2462 same_sign
84393 5004 59A3 59BD 2463 same_sign
84394 5004 59A4 59BE 2464 same_sign
84395 5004 59A5 59BF 2465 same_sign
84396 5004 59A6 59C0 2466 same_sign
84397 5004 59A7 59C1 2467 same_sign
84398 5004 59A8 59C2 2468 same_sign
84399 5004 59A9 59C3 2469 same_sign
84400 5004 59AA 59C4 2470 same_sign
84401 5004 59AB 59C5 2471 same_sign
84402 5004 59AC 59C6 2472 same_sign
84403 5004 59AD 59C7 2473 same_sign
84404 5004 59AE 59C7 2474 same_sign
84405 5004 59AF 59C8 2475 same_sign
84406 5004 59B0 59C9 2476 same_sign
84407 5004 59B1 59CA 2477 same_sign
84408 5004 59B2 59CB 2478 same_sign
84409 5004 59B3 59CC 2479 same_sign
84410 5004 59B4 59CD 2480 same_sign
84411 5004 59B5 59CE 2481 same_sign
84412 5004 59B6 59CF 2482 same_sign
84413 5004 59B7 59D0 2483 same_sign
84414 5004 59B8 59D1 2484 same_sign
84415 5004 59B9 59D2 2485 same_sign
84416 5004 59BA 59D3 2486 same_sign
84417 5004 59BB 59D4 2487 same_sign
84418 5004 59BC 59D5 2488 same_sign
84419 5004 59BD 59D6 2489 same_sign
84420 5004 59BE 59D7 2490 same_sign
84421 5004 59BF 59D8 2491 same_sign
84422 5004 59C0 59D9 2492 same_sign
84423 5004 59C1 59DA 2493 same_sign
84424 5004 59C2 59DB 2494 same_sign
84425 5004 59C3 59DC 2495 same_sign
84426 5004 59C4 59DD 2496 same_sign
84427 5004 59C5 59DE 2497 same_sign
84428 5004 59C6 59DF 2498 same_sign
84429 5004 59C7 59E0 2499 same_sign
84430 5004 59C8 59E1 2500 same_sign
84431 5004 59C9 59E2 2501 same_sign
84432 5004 59CA 59E3 2502 same_sign
84433 5004 59CB 59E4 2503 same_sign
84434 5004 59CC 59E4 2504 same_sign
84435 5004 59CD 59E5 2505 same_sign
84436 5004 59CE 59E6 2506 same_sign
84437 5004 59CF 59E7 2507 same_sign
84438 5004 59D0 59E8 2508 same_sign
84439 5004 59D1 59E9 2509 same_sign
84440 5004 59D2 59EA 2510 same_sign
84441 5004 59D3 59EB 2511 same_sign
84442 5004 59D4 59EC 2512 same_sign
84443 5004 59D5 59ED 2513 same_sign
84444 5004 59D6 59EE 2514 same_sign
84445 5004 59D7 59EF 2515 same_sign
84446 5004 59D8 59F0 2516 same_sign
84447 5004 59D9 59F1 2517 same_sign
84448 5004 59DA 59F2 2518 same_sign
84449 5004 59DB 59F3 2519 same_sign
84450 5004 59DC 59F4 2520 same_sign
84451 5004 59DD 59F5 2521 same_sign
84452 5004 59DE 59F6 2522 same_sign
84453 5004 59DF 59F7 2523 same_sign
84454 5004 59E0 59F8 2524 same_sign
84455 5004 59E1 59F9 2525 same_sign
84456 5004 59E2 59FA 2526 same_sign
84457 5004 59E3 59FB 2527 same_sign
84458 5004 59E4 59FC 2528 same_sign
84459 5004 59E5 59FD 2529 same_sign
84460 5004 59E6 59FE 2530 same_sign
84461 5004 59E7 59FF 2531 same_sign
84462 5004 59E8 5A00 2532 same_sign
84463 5004 59E9 5A01 2533 same_sign
84464 5004 59EA 5A02 2534 same_sign
84465 5004 59EB 5A02 2535 same_sign
84466 5004 59EC 5A03 2536 same_sign
84467 5004 59ED 5A04 2537 same_sign
84468 5004 59EE 5A05 2538 same_sign
84469 5004 59EF 5A06 2539 same_sign
84470 5004 59F0 5A07 2540 same_sign
84471 5004 59F1 5A08 2541 same_sign
84472 5004 59F2 5A09 2542 same_sign
84473 5004 59F3 5A0A 2543 same_sign
84474 5004 59F4 5A0B 2544 same_sign
84475 5004 59F5 5A0C 2545 same_sign
84476 5004 59F6 5A0D 2546 same_sign
84477 5004 59F7 5A0E 2547 same_sign
84478 5004 59F8 5A0F 2548 same_sign
84479 5004 59F9 5A10 2549 same_sign
84480 5004 59FA 5A11 2550 same_sign
84481 5004 59FB 5A12 2551 same_sign
84482 5004 59FC 5A13 2552 same_sign
84483 5004 59FD 5A14 2553 same_sign
84484 5004 59FE 5A15 2554 same_sign
84485 5004 59FF 5A16 2555 same_sign
84486 5004 5A00 5A17 2556 same_sign
84487 5004 5A01 5A18 2557 same_sign
84488 5004 5A02 5A19 2558 same_sign
84489 5004 5A03 5A1A 2559 same_sign
84490 5004 5A04 5A1B 2560 same_sign
84491 5004 5A05 5A1C 2561 same_sign
84492 5004 5A06 5A1D 2562 same_sign
84493 5004 5A07 5A1E 2563 same_sign
84494 5004 5A08 5A1F 2564 same_sign
84495 5004 5A09 5A20 2565 same_sign
84496 5004 5A0A 5A21 2566 same_sign
84497 5004 5A0B 5A22 2567 same_sign
84498 5004 5A0C 5A22 2568 same_sign
84499 5004 5A0D 5A23 2569 same_sign
84500 5004 5A0E 5A24 2570 same_sign
84501 5004 5A0F 5A25 2571 same_sign
84502 5004 5A10 5A26 2572 same_sign
84503 5004 5A11 5A27 2573 same_sign
84504 5004 5A12 5A28 2574 same_sign
84505 5004 5A13 5A29 2575 same_sign
84506 5004 5A14 5A2A 2576 same_sign
84507 5004 5A15 5A2B 2577 same_sign
84508 5004 5A16 5A2C 2578 same_sign
84509 5004 5A17 5A2D 2579 same_sign
84510 5004 5A18 5A2E 2580 same_sign
84511 5004 5A19 5A2F 2581 same_sign
84512 5004 5A1A 5A30 2582 same_sign
84513 5004 5A1B 5A31 2583 same_sign
84514 5004 5A1C 5A32 2584 same_sign
84515 5004 5A1D 5A33 2585 same_sign
84516 5004 5A1E 5A34 2586 same_sign
84517 5004 5A1F 5A35 2587 same_sign
84518 5004 5A20 5A36 2588 same_sign
84519 5004 5A21 5A37 2589 same_sign
84520 5004 5A22 5A38 2590 same_sign
84521 5004 5A23 5A39 2591 same_sign
84522 5004 5A24 5A3A 2592 same_sign
84523 5004 5A25 5A3B 2593 same_sign
84524 5004 5A26 5A3C 2594 same_sign
84525 5004 5A27 5A3D 2595 same_sign
84526 5004 5A28 5A3E 2596 same_sign
84527 5004 5A29 5A3F 2597 same_sign
84528 5004 5A2A 5A40 2598 same_sign
84529 5004 5A2B 5A41 2599 same_sign
84530 5004 5A2C 5A42 2600 same_sign
84531 5004 5A2D 5A43 2601 same_sign
84532 5004 5A2E 5A43 2602 same_sign
84533 5004 5A2F 5A44 2603 same_sign
84534 5004 5A30 5A45 2604 same_sign
84535 5004 5A31 5A46 2605 same_sign
84536 5004 5A32 5A47 2606 same_sign
84537 5004 5A33 5A48 2607 same_sign
84538 5004 5A34 5A49 2608 same_sign
84539 5004 5A35 5A4A 2609 same_sign
84540 5004 5A36 5A4B 2610 same_sign
84541 5004 5A37 5A4C 2611 same_sign
84542 5004 5A38 5A4D 2612 same_sign
84543 5004 5A39 5A4E 2613 same_sign
84544 5004 5A3A 5A4F 2614 same_sign
84545 5004 5A3B 5A50 2615 same_sign
84546 5004 5A3C 5A51 2616 same_sign
84547 5004 5A3D 5A52 2617 same_sign
84548 5004 5A3E 5A53 2618 same_sign
84549 5004 5A3F 5A54 2619 same_sign
84550 5004 5A40 5A55 2620 same_sign
84551 5004 5A41 5A56 2621 same_sign
84552 5004 5A42 5A57 2622 same_sign
84553 5004 5A43 5A58 2623 same_sign
84554 5004 5A44 5A59 2624 same_sign
84555 5004 5A45 5A5A 2625 same_sign
84556 5004 5A46 5A5B 2626 same_sign
84557 5004 5A47 5A5C 2627 same_sign
84558 5004 5A48 5A5D 2628 same_sign
84559 5004 5A49 5A5E 2629 same_sign
84560 5004 5A4A 5A5F 2630 same_sign
84561 5004 5A4B 5A60 2631 same_sign
84562 5004 5A4C 5A61 2632 same_sign
84563 5004 5A4D 5A62 2633 same_sign
84564 5004 5A4E 5A63 2634 same_sign
84565 5004 5A4F 5A64 2635 same_sign
84566 5004 5A50 5A65 2636 same_sign
84567 5004 5A51 5A66 2637 same_sign
84568 5004 5A52 5A66 2638 same_sign
84569 5004 5A53 5A67 2639 same_sign
84570 5004 5A54 5A68 2640 same_sign
84571 5004 5A55 5A69 2641 same_sign
84572 5004 5A56 5A6A 2642 same_sign
84573 5004 5A57 5A6B 2643 same_sign
84574 5004 5A58 5A6C 2644 same_sign
84575 5004 5A59 5A6D 2645 same_sign
84576 5004 5A5A 5A6E 2646 same_sign
84577 5004 5A5B 5A6F 2647 same_sign
84578 5004 5A5C 5A70 2648 same_sign
84579 5004 5A5D 5A71 2649 same_sign
84580 5004 5A5E 5A72 2650 same_sign
84581 5004 5A5F 5A73 2651 same_sign
84582 5004 5A60 5A74 2652 same_sign
84583 5004 5A61 5A75 2653 same_sign
84584 5004 5A62 5A76 2654 same_sign
84585 5004 5A63 5A77 2655 same_sign
84586 5004 5A64 5A78 2656 same_sign
84587 5004 5A65 5A79 2657 same_sign
84588 5004 5A66 5A7A 2658 same_sign
84589 5004 5A67 5A7B 2659 same_sign
84590 5004 5A68 5A7C 2660 same_sign
84591 5004 5A69 5A7D 2661 same_sign
84592 5004 5A6A 5A7E 2662 same_sign
84593 5004 5A6B 5A7F 2663 same_sign
84594 5004 5A6C 5A80 2664 same_sign
84595 5004 5A6D 5A81 2665 same_sign
84596 5004 5A6E 5A82 2666 same_sign
84597 5004 5A6F 5A83 2667 same_sign
84598 5004 5A70 5A84 2668 same_sign
84599 5004 5A71 5A85 2669 same_sign
84600 5004 5A72 5A86 2670 same_sign
84601 5004 5A73 5A87 2671 same_sign
84602 5004 5A74 5A88 2672 same_sign
84603 5004 5A75 5A89 2673 same_sign
84604 5004 5A76 5A8A 2674 same_sign
84605 5004 5A77 5A8A 2675 same_sign
84606 5004 5A78 5A8B 2676 same_sign
84607 5004 5A79 5A8C 2677 same_sign
84608 5004 5A7A 5A8D 2678 same_sign
84609 5004 5A7B 5A8E 2679 same_sign
84610 5004 5A7C 5A8F 2680 same_sign
84611 5004 5A7D 5A90 2681 same_sign
84612 5004 5A7E 5A91 2682 same_sign
84613 5004 5A7F 5A92 2683 same_sign
84614 5004 5A80 5A93 2684 same_sign
84615 5004 5A81 5A94 2685 same_sign
84616 5004 5A82 5A95 2686 same_sign
84617 5004 5A83 5A96 2687 same_sign
84618 5004 5A84 5A97 2688 same_sign
84619 5004 5A85 5A98 2689 same_sign
84620 5004 5A86 5A99 2690 same_sign
84621 5004 5A87 5A9A 2691 same_sign
84622 5004 5A88 5A9B 2692 same_sign
84623 5004 5A89 5A9C 2693 same_sign
84624 5004 5A8A 5A9D 2694 same_sign
84625 5004 5A8B 5A9E 2695 same_sign
84626 5004 5A8C 5A9F 2696 same_sign
84627 5004 5A8D 5AA0 2697 same_sign
84628 5004 5A8E 5AA1 2698 same_sign
84629 5004 5A8F 5AA2 2699 same_sign
84630 5004 5A90 5AA3 2700 same_sign
84631 5004 5A91 5AA4 2701 same_sign
84632 5004 5A92 5AA5 2702 same_sign
84633 5004 5A93 5AA6 2703 same_sign
84634 5004 5A94 5AA7 2704 same_sign
84635 5004 5A95 5AA8 2705 same_sign
84636 5004 5A96 5AA9 2706 same_sign
84637 5004 5A97 5AAA 2707 same_sign
84638 5004 5A98 5AAB 2708 same_sign
84639 5004 5A99 5AAC 2709 same_sign
84640 5004 5A9A 5AAD 2710 same_sign
84641 5004 5A9B 5AAE 2711 same_sign
84642 5004 5A9C 5AAF 2712 same_sign
84643 5004 5A9D 5AB0 2713 same_sign
84644 5004 5A9E 5AB1 2714 same_sign
84645 5004 5A9F 5AB1 2715 same_sign
84646 5004 5AA0 5AB2 2716 same_sign
84647 5004 5AA1 5AB3 2717 same_sign
84648 5004 5AA2 5AB4 2718 same_sign
84649 5004 5AA3 5AB5 2719 same_sign
84650 5004 5AA4 5AB6 2720 same_sign
84651 5004 5AA5 5AB7 2721 same_sign
84652 5004 5AA6 5AB8 2722 same_sign
84653 5004 5AA7 5AB9 2723 same_sign
84654 5004 5AA8 5ABA 2724 same_sign
84655 5004 5AA9 5ABB 2725 same_sign
84656 5004 5AAA 5ABC 2726 same_sign
84657 5004 5AAB 5ABD 2727 same_sign
84658 5004 5AAC 5ABE 2728 same_sign
84659 5004 5AAD 5ABF 2729 same_sign
84660 5004 5AAE 5AC0 2730 same_sign
84661 5004 5AAF 5AC1 2731 same_sign
84662 5004 5AB0 5AC2 2732 same_sign
84663 5004 5AB1 5AC3 2733 same_sign
84664 5004 5AB2 5AC4 2734 same_sign
84665 5004 5AB3 5AC5 2735 same_sign
84666 5004 5AB4 5AC6 2736 same_sign
84667 5004 5AB5 5AC7 2737 same_sign
84668 5004 5AB6 5AC8 2738 same_sign
84669 5004 5AB7 5AC9 2739 same_sign
84670 5004 5AB8 5ACA 2740 same_sign
84671 5004 5AB9 5ACB 2741 same_sign
84672 5004 5ABA 5ACC 2742 same_sign
84673 5004 5ABB 5ACD 2743 same_sign
84674 5004 5ABC 5ACE 2744 same_sign
84675 5004 5ABD 5ACF 2745 same_sign
84676 5004 5ABE 5AD0 2746 same_sign
84677 5004 5ABF 5AD1 2747 same_sign
